"probe_id","mgi_symbol","GSM5429757","GSM5429758","GSM5429759","GSM5429760","GSM5429761","GSM5429762","GSM5429763","GSM5429764","GSM5429765","GSM5429766","GSM5429767","GSM5429768"
"10338645",NA,5.175576,5.53283,5.835143,5.720071,6.043919,6.007742,4.825041,5.293956,5.382015,5.317897,5.509534,5.267354
"10338646",NA,5.222643,5.526388,5.820342,4.862781,4.21782,5.179986,6.396174,5.612329,5.245776,6.036684,4.995365,4.491828
"10338647",NA,4.505003,5.208373,4.963217,5.013904,5.044147,5.156277,5.199673,5.276428,4.973889,5.708786,4.831056,5.43214
"10338648",NA,6.91428,7.188274,6.803647,6.992318,7.522243,7.201501,7.686129,7.117867,7.057608,6.801851,6.525558,7.051515
"10338649",NA,3.241553,3.420973,3.15453,3.289589,3.455226,3.504584,3.740025,3.52394,3.426384,3.600283,3.410703,3.44573
"10338650",NA,6.321689,6.193536,6.630313,5.416287,5.901521,5.309302,5.801325,5.836712,5.905865,5.405449,6.341525,6.094245
"10338651",NA,8.382718,8.439838,8.745929,8.754744,8.515524,8.759831,8.731894,8.793445,8.75043,8.601611,8.608208,8.364623
"10338652",NA,4.085353,4.80085,3.949585,3.912851,4.915189,4.468978,3.92295,4.77903,5.137258,4.395872,4.782495,4.464841
"10338653",NA,3.764138,3.872126,3.827729,4.071952,3.73069,3.80394,3.495549,4.466227,4.01408,3.789016,3.867614,4.20272
"10338654",NA,8.504914,8.662189,8.954924,8.165687,8.780024,8.903973,8.933338,9.052879,8.940459,8.775245,8.824901,9.127181
"10338655",NA,3.728112,3.317583,3.903032,4.200288,3.066612,3.522229,3.560326,3.221946,3.884972,3.498248,3.468248,4.093986
"10338656",NA,5.575455,5.587901,4.841894,5.786223,4.912642,5.91983,5.706532,6.316312,6.075074,6.10569,6.171965,6.649711
"10338657",NA,7.760701,7.842611,7.532493,7.738229,7.865551,7.750994,7.825653,7.401989,7.833273,7.86336,7.319148,7.233928
"10338658",NA,6.506188,6.872717,6.944585,6.18835,7.143157,6.875873,6.378241,6.295002,7.18746,7.087236,6.760666,7.290218
"10338659",NA,7.091074,6.875022,7.592774,7.280107,6.745833,6.979842,7.258195,7.370468,7.589715,7.492765,7.054076,7.426392
"10338660",NA,4.020499,4.744367,4.138534,4.585044,4.545935,4.253351,4.521563,5.428358,4.705257,4.486787,4.865782,4.593492
"10338661",NA,4.740687,4.888901,5.799304,6.526895,5.542286,5.849726,5.977721,5.728366,5.92189,5.731755,5.087831,5.633162
"10338662",NA,7.597881,7.539439,6.753645,7.550867,7.795085,7.449998,7.195755,7.958457,7.723135,7.868333,8.190271,7.95858
