"","GSM5429739","GSM5429740","GSM5429741","GSM5429742","GSM5429743","GSM5429744","GSM5429745","GSM5429746","GSM5429747","GSM5429748","GSM5429749","GSM5429750","GSM5429751"
"10351679",7.566402,8.432681,7.729656,8.834362,7.68152,7.738432,8.637483,7.900666,7.924116,7.309839,8.273626,8.303954,8.062963
"10351689",5.699215,5.896453,5.772918,6.329592,5.639956,5.866135,6.045536,5.563759,5.926061,5.477777,5.710582,5.818866,6.265744
"10351691",5.449435,5.720766,7.222084,6.039983,6.785379,5.803428,6.047343,5.793251,5.427699,6.878113,5.575329,5.741622,8.746276
"10351703",11.63065,11.50867,11.57969,11.51381,11.74412,11.56591,11.49304,11.39706,11.27108,11.63907,11.35406,11.49331,11.31813
"10351738",10.06319,10.40362,10.2238,10.60984,10.15747,10.74612,10.54996,10.93436,10.35914,9.9618,9.842393,10.31532,8.581841
"10351749",9.550939,9.463601,9.497482,9.424183,9.332554,9.352431,9.182828,9.904701,9.804136,9.69425,9.667542,9.72472,9.640605
"10351769",7.126235,7.259568,7.423107,7.447743,7.283434,7.420942,7.558519,7.094713,7.095294,7.213513,7.221558,7.277724,7.385013
"10351781",5.82085,6.1257,6.070354,5.437861,5.872924,6.121801,6.137045,5.976272,5.877496,5.768774,5.873351,6.064111,6.273241
"10351788",7.510684,7.682944,7.79403,7.936998,7.502674,7.658482,7.611173,8.138035,7.947159,7.670856,7.725688,7.942123,8.118172
"10351792",7.983667,8.444693,7.929241,8.328341,7.846481,7.990319,8.383581,7.67483,7.348595,7.718281,7.363512,7.912197,7.233543
"10351801",6.60878,6.43928,6.664753,6.20522,6.617199,6.70255,6.565258,6.320822,6.162455,6.51757,6.244281,6.40701,6.698095
"10351825",10.6588,10.31561,10.2209,10.45671,10.495,10.40381,10.33897,9.922912,9.734892,10.57484,10.10873,10.17982,9.785072
"10351832",6.173681,5.971458,6.226447,6.331298,6.625954,6.434993,6.237966,6.147451,6.158905,6.146723,6.396658,6.208921,6.240967
"10351843",6.38724,6.472821,6.315634,6.423751,6.413705,6.537567,6.825423,6.326287,6.384884,6.303573,6.232589,6.346917,6.465068
"10351852",4.963596,5.123044,4.938871,4.934422,5.040876,4.75927,4.803581,5.195426,5.238894,5.21193,5.262537,4.863266,5.158004
"10351857",5.234222,5.646729,5.420182,5.020987,5.193471,5.314103,5.608749,5.054033,5.547656,4.951388,5.239372,5.138671,5.408515
"10351859",4.43221,4.437215,4.666724,4.333609,4.209145,4.547301,4.610489,4.240589,4.741667,4.321283,4.599854,4.284312,4.332093
"10351861",4.40308,4.391849,4.557693,4.393347,4.52778,4.377042,4.550865,4.23775,4.889665,4.457045,4.552935,4.296191,4.451715
"10351863",4.247303,4.257706,4.477194,4.435639,4.135468,4.243483,4.518235,4.031229,4.497731,4.172879,4.175254,4.19577,4.340958
"10351865",4.506362,4.616824,4.804177,4.606373,4.606373,4.608062,4.763774,4.556343,4.883418,4.498267,4.67969,4.437578,4.638972
"10351867",6.367527,6.80205,6.740822,7.252885,6.341186,6.677034,6.985519,6.759887,6.853741,6.101311,6.71728,7.211111,8.154022
"10351873",6.288608,6.869961,6.210468,7.106825,5.929843,6.332425,6.820671,6.435465,6.83483,5.857451,6.07037,7.050151,8.073246
"10351880",4.510471,4.427873,4.458716,4.461318,4.506572,4.605712,4.491067,4.764818,4.610422,4.715703,4.506572,4.360897,5.457178
"10351884",6.051598,6.286255,6.249469,6.045176,6.079407,6.236009,6.18884,6.06646,6.201025,6.106362,6.166004,6.162547,6.125688
"10351886",4.924917,5.142477,5.311447,4.971803,4.648218,5.041029,5.251548,4.876307,5.163128,4.868191,4.981302,4.929115,4.919466
"10351888",4.719713,4.89866,4.85109,4.726533,4.699883,4.607674,4.886244,4.481847,5.040518,4.62761,4.826636,4.735899,4.425175
"10351891",5.014812,5.296579,5.496216,5.138179,5.140758,5.20858,5.6649,5.067102,5.652388,5.091672,5.114621,5.114996,4.922722
"10351893",4.846613,5.287068,5.320397,5.108245,4.865083,4.997679,5.242668,4.739848,5.291099,4.80111,5.091518,5.103498,5.152347
"10351895",4.954263,5.089267,5.349236,5.361665,4.82022,4.98163,5.587911,4.890954,5.622409,5.097661,5.322784,4.94718,4.96033
"10351897",5.376369,5.631216,5.577704,5.327983,5.40237,5.530651,5.85271,5.403555,5.993179,5.531436,5.732125,5.28952,5.269657
"10351899",4.326145,4.745418,4.691031,4.450683,4.282855,4.41869,4.588896,4.508039,5.299067,4.380905,4.640437,4.437468,4.295727
"10351903",5.442511,5.909735,5.892672,5.667129,5.574345,5.789065,6.146193,5.63525,6.367951,5.560087,5.780445,5.716528,5.580331
"10351905",4.874879,5.142215,5.139527,5.068789,4.907623,5.10161,5.240387,4.991722,5.323269,4.776378,4.965189,5.197642,5.000533
"10351959",4.79177,4.782678,4.787951,4.606737,4.587511,4.725045,4.972961,4.55519,4.82963,4.512159,4.54614,4.328618,5.000627
"10351961",6.150272,6.165413,6.466694,6.279281,5.986425,6.459873,6.624357,5.952633,6.849048,5.88741,6.198952,6.176218,6.300951
"10351963",4.596725,4.561595,4.614475,4.650926,4.501292,4.59247,4.739996,4.61433,4.786532,4.500839,4.501689,4.604937,4.704216
"10351966",5.705529,5.953898,6.137963,5.966214,5.759117,5.966227,6.058907,5.603087,6.032033,5.752802,5.81881,5.784831,6.132782
"10351968",5.499923,5.711139,5.876002,5.3652,5.623735,5.720638,5.779226,5.243257,5.957402,5.533362,5.512711,5.300978,5.966873
"10351971",4.758083,4.74615,4.947403,4.842687,4.718103,5.028506,5.035604,4.988913,5.058721,4.998379,4.778756,4.87636,4.919475
"10351998",3.986101,4.178741,4.155276,4.128422,4.124017,4.193216,4.062657,4.27355,4.108376,4.109321,4.088529,4.002758,4.148742
"10352000",6.494849,6.84138,6.453338,7.328034,6.480186,6.424824,6.737,6.575812,6.592379,5.943656,6.445081,7.012372,7.244131
"10352020",5.926191,5.80762,5.863069,5.613232,6.723239,5.669098,5.794021,5.230935,5.893718,5.686451,5.699474,5.411233,5.425414
"10352048",5.834517,5.930102,5.75979,5.753405,6.076479,6.109352,6.22306,5.620609,5.931904,5.605576,6.0846,5.657397,5.85098
"10352064",3.77581,4.076161,4.016929,3.837367,3.765408,4.023877,3.829296,3.947993,3.953097,3.870518,3.824044,4.103832,4.225763
"10352066",7.681741,7.878218,7.826325,8.186886,7.475213,7.784739,7.945219,8.13989,7.990644,7.400049,7.952999,8.304083,7.697827
"10352092",7.872777,7.865246,8.03743,7.921184,8.247107,7.767693,7.809612,7.835063,7.337887,8.378329,7.785356,7.791188,8.572872
"10352097",5.365487,5.276526,5.494727,5.202683,5.750834,5.233642,5.092069,5.108478,5.356504,5.363035,5.130567,5.205151,5.145411
"10352104",6.081425,5.858025,6.291029,5.687028,6.852599,5.66305,5.727079,5.724833,5.800266,6.052382,5.884605,5.805219,5.816991
"10352110",7.442277,6.926802,7.204007,6.308717,7.607464,5.835983,6.150138,7.092988,7.039647,7.659875,7.266317,6.599649,5.973068
"10352119",7.607336,7.906209,7.715896,8.11813,7.523525,7.854927,7.986011,8.100564,7.866775,7.630844,7.976737,8.04902,8.344791
"10352125",5.401083,5.70302,5.61802,6.194205,5.650518,5.881557,5.98286,6.105136,6.372466,5.570719,6.144638,6.154143,6.079857
"10352127",9.662833,9.783487,9.879773,9.908647,9.662544,9.95527,9.853637,9.830087,9.553417,9.682358,9.506092,9.741468,9.959036
"10352131",3.821834,3.847547,3.847547,3.819476,3.80332,3.890684,3.94768,3.958641,3.857376,3.794811,3.847547,3.899151,3.995466
"10352133",6.210442,5.733317,5.717241,5.56426,6.77066,5.260488,5.43241,5.913517,5.766087,6.533122,6.325033,5.540906,5.504932
"10352143",6.334376,5.780303,5.334587,5.18927,5.657889,5.353223,5.622405,5.93183,5.574025,5.98976,5.388746,5.444288,5.654972
"10352150",6.284529,6.298059,6.042168,6.268521,5.931586,6.504359,6.556358,6.256631,6.307926,6.141212,6.307926,6.288652,7.465645
"10352152",6.669552,6.170541,6.358057,5.870345,6.075951,6.336948,6.179007,6.121865,6.132155,6.380801,6.381947,6.111785,6.55084
"10352166",7.669385,8.031203,7.665529,7.906124,7.536325,8.0491,8.036567,8.684388,9.023875,7.50107,8.27647,8.071245,7.604027
"10352178",8.368279,8.830858,8.883391,9.081621,9.622992,9.061594,8.881916,10.30616,9.058615,8.746716,8.676737,8.801235,8.437758
"10352192",5.652037,5.719588,5.629656,5.48875,5.76402,6.005216,5.782871,5.495881,5.598124,5.557082,5.599222,5.67181,6.346609
"10352194",8.777028,9.013173,9.156985,9.316494,9.057428,8.982064,9.017221,9.085727,9.187914,9.066952,9.125898,9.223575,7.832703
"10352234",9.167717,9.293379,8.454354,9.013099,8.763017,9.046514,8.984146,9.076713,8.689772,8.613035,9.129171,9.029604,8.186886
"10352242",8.261158,8.083669,7.853911,8.305914,8.198152,8.318066,8.201887,8.29702,7.993632,8.055147,8.3263,8.245187,8.594955
"10352267",4.977106,5.0554,5.063534,5.154678,5.189898,5.16014,5.329358,5.114439,5.068842,4.919826,5.140451,5.096342,5.197699
"10352281",8.910309,8.609281,8.709817,8.62538,8.912386,8.634885,8.687145,8.599929,8.307151,8.957224,8.537524,8.559258,8.426417
"10352292",7.11834,6.930739,7.105274,7.060754,7.088254,7.209608,7.418136,7.194403,7.315707,7.223264,7.142269,6.76174,7.702893
"10352294",8.119089,7.927475,7.95759,8.147839,8.358575,8.162913,8.024408,8.515057,8.563654,8.444536,8.518289,8.278308,8.227921
"10352302",4.625343,4.095131,4.43083,4.032973,4.159486,4.623173,4.691281,4.251566,4.141033,4.081419,4.122687,4.39684,4.658086
"10352306",7.608479,7.131531,7.331086,7.367229,7.411991,7.615588,7.42773,7.291712,7.151691,7.295512,6.974806,7.300492,8.043478
"10352314",5.597721,5.528201,5.490494,5.680979,5.663428,6.026171,5.982433,5.562923,5.546039,5.575115,5.603705,5.669945,6.126013
"10352320",9.1071,8.909519,8.755993,9.116209,8.828843,9.210214,9.095329,9.06884,9.009534,8.736053,9.035852,9.135876,9.489779
"10352344",4.849197,4.877264,4.762169,4.735929,4.664564,5.142254,4.783615,4.96194,4.902163,4.904215,4.902163,4.896323,5.090444
"10352348",9.431409,9.632086,9.344498,9.637751,9.457312,9.543165,9.704529,9.748235,9.590953,9.567106,9.543782,9.342535,8.832922
"10352354",7.043541,7.250394,7.146519,7.268524,6.830201,7.1786,7.140915,7.841367,8.046549,7.157526,7.817191,7.641158,7.056665
"10352356",7.765438,7.570528,7.617373,7.661503,7.692538,7.8318,7.728683,7.694242,7.998726,7.593872,7.778874,7.729176,7.697325
"10352358",6.087954,5.997309,6.144855,5.948217,5.883028,6.153029,6.355319,6.086845,6.273735,6.063307,5.945048,6.02454,5.992767
"10352369",5.221618,4.862211,5.011113,4.686379,6.638697,4.848647,5.065055,4.621131,4.803666,4.779615,5.329953,4.598286,4.78795
"10352377",4.187682,4.130821,3.9742,3.917464,4.640413,4.228487,3.99184,3.798881,4.036623,3.917142,4.18199,4.074854,4.144678
"10352393",7.303928,7.688609,8.026334,7.763734,8.27001,7.758812,7.796679,7.643842,7.378241,8.142771,7.265903,7.459509,8.145889
"10352396",8.885666,8.527408,8.608402,8.552588,8.692758,8.746417,8.335141,8.884819,8.814952,8.877471,8.685833,8.755121,8.295516
"10352416",5.996288,5.327681,5.6256,5.147948,5.335389,5.396512,5.284536,5.100737,5.370349,5.351597,5.113283,5.284122,5.291413
"10352439",8.982288,7.236825,9.951181,7.219596,10.16997,7.837968,7.128096,7.5986,7.272949,10.66893,8.260571,7.894064,6.61678
"10352448",8.451918,9.141584,8.942232,9.466434,8.37163,8.934809,9.277575,8.292444,8.067575,7.559477,7.913774,9.052134,7.422925
"10352454",4.744334,4.708664,4.942328,4.904371,4.705112,4.736567,4.769908,4.636942,4.869332,4.69188,4.922424,4.755856,4.777255
"10352457",12.19483,12.14211,12.26393,12.0796,12.19953,11.97426,12.0558,12.15687,12.43082,12.42314,12.45771,12.17088,12.39925
"10352459",9.17549,8.911906,8.575213,8.878746,8.541677,8.843851,8.837164,9.081192,8.716516,8.599657,8.478501,8.993452,8.644249
"10352497",3.837073,4.134394,3.946618,4.063245,3.97577,3.883594,4.006041,4.150709,4.066182,3.980052,3.993566,3.887558,4.126278
"10352499",7.476344,7.374984,7.771743,7.235355,7.315909,7.589804,7.515386,7.177944,7.596797,7.555752,7.550723,7.411831,7.671068
"10352501",4.545487,4.604465,5.037182,4.907559,4.536827,4.707837,4.650893,4.818171,4.720066,4.783576,5.091429,4.782561,4.797876
"10352503",9.886248,10.04182,9.73872,10.09189,9.878087,10.18493,10.05342,10.35136,9.528543,10.08714,9.649821,9.958232,10.09711
"10352514",9.271143,9.57237,9.510268,9.703525,9.430322,9.673114,9.833511,9.722551,9.680317,9.45157,9.359322,9.53823,9.535194
"10352548",6.184494,6.268704,6.048889,6.139366,6.217067,6.306016,6.3816,6.225208,6.166711,6.033107,6.008193,6.246929,6.420905
"10352554",6.457536,6.448348,6.554909,6.512123,6.271351,6.926225,6.733202,6.468451,6.608356,6.293667,6.404905,6.402207,6.609884
"10352556",10.1988,10.33925,9.987565,10.34871,10.14163,10.43454,10.21079,9.821159,9.804284,9.993763,9.569004,9.972336,9.444366
"10352558",5.344109,5.293236,5.266315,5.148911,5.848478,5.264055,5.147054,5.362911,5.322926,5.2801,5.596777,5.458297,5.555831
"10352562",7.995517,7.652111,7.738638,7.891574,7.950913,7.870744,7.896441,8.03335,7.865813,8.111591,7.875894,7.947795,7.881326
"10352576",7.155223,6.555223,6.843396,6.137174,6.8615,6.868779,6.482001,6.715156,6.489878,7.422111,6.78376,6.636246,6.485661
"10352586",5.499331,5.564175,5.578109,5.48712,5.541542,5.639889,5.631478,5.452404,5.663118,5.441463,5.600784,5.509657,5.654136
"10352661",9.239935,9.204933,8.991697,9.414635,8.477449,9.38073,9.21312,9.761599,9.579801,8.821471,9.666636,9.747002,8.78373
"10352690",8.832697,9.027719,8.872777,9.052502,8.832079,8.912887,8.890041,9.495869,9.357749,8.981276,9.133227,9.165543,9.105527
"10352703",6.565524,6.597698,6.443163,6.506519,6.421407,6.652685,6.72627,6.434416,6.675687,6.400228,6.439769,6.4615,6.506519
"10352705",4.980669,5.079302,5.080669,4.919232,5.798419,4.994331,5.178066,4.695293,5.042498,5.124321,5.034826,4.917084,4.848642
"10352709",5.774955,5.893355,6.004193,5.881717,5.763873,6.019879,6.213709,5.496417,5.822032,5.389089,5.843422,5.849932,5.782125
"10352717",6.532975,6.652057,6.618165,6.665229,6.308738,6.82363,6.973122,6.476495,6.717355,6.151833,6.651739,6.652046,6.911523
"10352722",7.231583,6.750078,7.480538,6.889883,7.272305,6.81862,6.673634,6.981428,6.777629,8.036276,6.692675,6.952997,6.995937
"10352725",6.739051,7.189258,7.114707,7.036753,7.426663,7.198114,6.875717,6.946689,6.838755,7.059601,7.914713,6.992167,7.432127
"10352735",8.862183,8.835876,8.780254,9.119985,8.874336,8.943975,8.891772,8.924489,8.397778,8.750657,8.426429,8.766552,8.471112
"10352756",10.78578,11.74799,11.2148,11.91889,11.09384,11.80027,12.02793,10.50509,9.146858,9.611291,8.987127,11.4184,8.738378
"10352767",6.174961,6.285663,6.329943,6.087194,7.570199,6.351496,6.482261,5.973864,6.062084,6.009465,6.505981,6.317393,6.102439
"10352777",7.665301,7.810973,7.80338,7.703901,7.708211,7.868713,7.726642,8.11064,7.864752,7.822067,8.193815,7.99417,8.40744
"10352781",5.714204,5.60009,5.868474,5.599762,5.76511,5.968314,5.983157,5.612918,5.773489,5.73978,5.859827,5.451045,6.024459
"10352792",7.133678,7.053926,6.664422,6.772301,6.556806,7.140529,6.959727,6.581322,6.421906,6.611987,6.412293,6.597402,7.011983
"10352794",7.716524,7.150457,6.843007,6.721083,6.89133,7.003645,6.952039,6.826675,6.971012,7.014943,6.873305,6.784687,6.917117
"10352798",6.452872,5.950472,6.182568,6.05749,5.967861,5.843746,6.105344,5.744407,5.98117,6.551468,6.089592,6.028115,7.406729
"10352813",5.233006,4.884863,4.924131,4.834985,5.127513,4.364692,4.892938,4.40037,4.670475,5.045719,5.067726,4.894048,6.273002
"10352815",9.570431,8.462446,8.488283,6.916584,8.596102,6.920588,6.609706,7.610951,7.409976,9.011317,7.570117,7.327415,9.695108
"10352827",6.575856,6.240512,6.097593,6.054618,6.154548,6.170026,6.252784,6.107195,6.350872,6.366945,6.250954,6.158365,6.316791
"10352829",6.545625,6.582927,6.596863,6.375698,6.502695,6.578588,6.524046,6.660517,6.538853,6.526614,6.180226,6.543715,7.408595
"10352838",6.584688,6.721494,6.742657,6.511985,6.679894,6.572505,6.760865,6.252531,6.341906,6.681095,6.323949,6.588037,7.956873
"10352864",5.787258,5.637169,5.836569,5.727669,5.526511,5.669807,5.736971,5.681854,6.045025,5.639915,5.791502,5.719883,6.127601
"10352867",8.669038,9.205256,8.494963,9.263642,8.506811,9.296741,9.400188,8.834655,8.570362,8.13223,8.250485,9.0123,9.136532
"10352905",10.87256,11.15767,10.97934,11.42767,10.99517,11.34759,11.23576,11.07082,11.28593,10.73556,11.56657,11.61256,10.25183
"10352914",6.861147,7.050217,6.987775,6.794866,7.022863,6.897395,6.502717,7.589782,7.691071,7.321345,7.60276,7.526934,7.908391
"10352916",4.536098,4.44144,4.422365,4.520483,4.416152,4.32757,4.562222,4.864071,5.440893,4.416815,4.781116,4.752187,4.54622
"10352918",5.154244,4.88347,4.725896,5.28612,4.59617,4.621661,4.701612,5.736253,6.02022,5.099384,5.629681,5.463408,5.499319
"10352920",6.739332,6.903303,6.792736,6.996262,6.606599,7.090327,6.907146,6.537143,6.981478,6.465124,6.700181,6.71438,6.609809
"10352926",5.660154,5.822676,5.697917,5.913548,5.398353,5.668045,5.845607,5.715571,5.664725,5.549956,5.651516,5.794014,5.405067
"10352928",4.256807,4.476933,4.614279,4.536943,4.340471,4.547204,4.354202,4.515342,4.799263,4.874748,4.839489,4.616468,4.483497
"10352936",6.980744,7.819355,6.579094,7.66747,6.629741,7.277824,7.771562,7.685529,7.790705,6.626588,7.193251,7.490802,6.663041
"10352945",9.80837,9.621523,9.664196,9.587568,9.706927,9.340562,9.332257,9.886568,10.41892,10.15677,10.29987,9.77037,10.47295
"10352947",8.442636,8.878909,8.67365,8.974117,8.634534,8.832406,8.890155,9.067811,8.806144,8.763112,8.693295,8.731356,9.104744
"10352954",9.237183,8.349977,9.024267,7.941821,8.820232,7.664793,7.616715,7.974905,7.952444,9.439648,8.510888,7.948777,7.420674
"10352957",4.933403,4.930513,5.03674,4.815935,4.793515,5.152677,5.162809,4.780194,4.909673,4.86998,4.928301,4.987869,5.156506
"10352969",6.570907,6.810066,6.873554,6.737973,6.666765,6.709497,7.101231,6.402074,6.892784,6.610402,6.472592,6.360592,6.68839
"10352971",8.020056,7.961302,8.036319,7.959871,7.785482,8.503644,8.288385,7.681557,8.056186,7.808481,7.862722,7.92072,8.364335
"10352973",4.760777,4.652724,4.62207,4.623441,4.63824,4.669522,4.749995,4.742896,4.614093,4.502298,4.59993,4.633232,4.823592
"10352980",5.705436,5.590916,5.914517,5.568186,5.46624,5.56236,5.763432,6.056157,6.266482,5.631453,6.211293,5.573209,5.753115
"10353002",9.573204,9.688264,9.996914,9.501491,9.321611,9.654369,10.04261,9.302304,10.2727,9.473574,9.951162,9.597376,10.30722
"10353004",7.493361,7.416844,7.127598,7.39837,8.201861,7.238564,7.42184,6.348687,6.039603,7.139479,7.573526,6.410545,7.478798
"10353008",6.64282,6.611099,6.654601,6.593921,6.423214,6.71179,6.772442,6.422007,6.605378,6.44865,6.602823,6.553766,7.347084
"10353010",6.045164,5.927637,6.06812,5.832318,7.19923,5.874649,5.921529,5.910727,6.405055,6.192024,6.954553,5.814306,5.476552
"10353028",8.561273,8.60199,8.581384,8.792767,8.587428,8.652806,8.529706,8.847569,8.590549,8.510539,8.858966,8.686872,8.370586
"10353032",7.5185,7.65891,7.634364,7.640648,7.507092,7.572242,7.630836,7.794964,7.557817,7.84026,7.705728,7.508786,7.517812
"10353034",6.584387,6.400959,6.728551,6.645344,6.239007,5.913179,6.435935,6.790801,7.5148,7.390653,7.861775,6.95255,7.909417
"10353036",6.690449,6.790051,6.908027,6.664965,6.704076,6.810918,6.797528,6.482578,6.790051,6.925728,6.790051,6.615304,6.886456
"10353038",4.207816,4.206055,4.299405,4.164461,5.241792,4.225334,4.39595,4.269528,4.254705,4.6343,4.543146,4.117471,4.127134
"10353048",5.217565,5.225099,5.317737,5.2387,5.075298,5.266511,5.345045,5.26868,5.574396,5.400755,5.144979,5.402667,5.413511
"10353050",8.181047,8.610963,8.168579,8.671213,8.499087,8.252907,8.507792,8.640257,8.033613,8.425644,7.995337,8.347995,7.890073
"10353061",8.716804,9.072249,9.078934,8.787448,8.750315,9.009421,9.19453,8.383986,9.103035,8.628445,8.932226,8.690377,8.93647
"10353064",9.689156,9.20317,9.73243,9.256435,9.747049,9.174209,9.151533,9.482587,9.367415,9.66884,9.376534,9.316351,9.647353
"10353102",4.547371,4.746306,4.671608,4.384556,4.824913,4.591313,4.569414,4.490364,4.611956,4.57734,4.544695,4.549191,4.728172
"10353115",5.423731,5.590257,5.608593,5.469921,5.388487,5.548124,5.506037,5.581955,5.852503,5.524321,5.504539,5.401281,5.656829
"10353117",5.143367,5.19793,5.233215,5.100894,5.053979,5.315525,5.394096,4.942452,5.183691,5.003496,5.054226,5.185022,5.819439
"10353127",5.390737,5.545536,5.621808,5.524518,5.470881,5.722011,5.715003,5.301636,5.52128,5.21248,5.409801,5.401215,5.719325
"10353135",9.50854,8.856053,8.917802,8.798038,9.077108,8.749928,8.612106,8.864642,8.708615,9.289568,9.102427,8.830041,8.489789
"10353165",5.624817,5.274886,5.341579,5.128574,5.5822,5.312197,5.418448,5.22997,5.046016,5.771152,5.079687,5.131415,5.250766
"10353167",11.37577,10.864,11.42949,10.92647,11.54592,10.76107,10.89764,10.93166,10.88218,11.55676,11.15618,11.10793,12.42611
"10353181",8.952712,9.372067,9.136451,9.697004,9.277703,9.805446,9.565459,9.113531,8.335487,9.182453,8.330206,9.131804,8.890399
"10353189",12.84771,12.91629,12.77759,12.96266,12.89391,13.09371,13.0136,12.65167,12.40916,12.64149,12.53214,12.69935,11.97557
"10353192",7.118105,7.394551,6.143196,7.232397,6.350096,6.382733,7.0749,6.667652,6.434589,6.109802,6.483011,6.482872,6.317272
"10353213",6.110123,6.180677,6.457438,6.101268,6.074389,6.424378,6.353261,6.086416,6.475555,5.806903,6.147551,6.176233,6.419384
"10353219",12.17246,12.2787,12.25163,12.25399,12.08782,12.1464,12.22307,12.26687,12.20373,12.13676,12.34196,12.26399,12.22983
"10353221",4.66596,4.550279,4.601696,4.866549,4.454617,4.701215,4.643491,4.773829,4.824085,4.469721,4.543285,4.504766,4.447426
"10353250",13.41622,13.44617,13.35106,13.54498,13.4928,13.61251,13.54134,13.3318,12.98729,13.25856,13.13862,13.22255,12.40651
"10353252",5.415336,5.879629,5.135411,5.135411,5.56426,5.222323,5.048699,5.413733,5.004098,6.141754,5.312092,5.010086,6.130865
"10353258",6.064011,5.92789,6.148269,6.023187,6.554609,6.283109,6.328574,5.927142,6.220917,5.8828,6.121854,5.814024,6.173615
"10353265",10.31849,10.30664,10.50044,10.25797,10.33141,9.949212,10.11956,10.52286,10.92586,10.73748,10.89914,10.34905,11.17143
"10353272",8.465014,8.145061,8.725931,8.131087,8.579484,8.210935,8.261086,8.342427,7.874443,8.817758,7.718392,8.191869,7.983272
"10353288",7.656042,8.116732,7.719958,8.502995,7.662983,7.896632,8.049551,7.551671,7.0625,7.244513,6.998544,7.940541,6.817855
"10353296",9.79848,10.19994,9.874111,10.24885,9.817027,10.05699,10.14814,9.888774,9.593941,9.711454,9.886128,9.95136,10.05035
"10353303",4.060513,4.089876,4.095824,4.275976,4.174419,4.139777,4.123023,4.266484,4.391335,3.946246,4.141053,4.061032,4.072295
"10353305",7.651263,7.607322,7.581941,7.582925,7.542468,7.503952,7.439778,7.413315,7.579517,7.440927,7.448557,7.524209,7.769847
"10353307",6.463878,7.110984,7.088746,6.585481,6.407932,6.549955,7.1592,6.096807,7.346006,6.68618,6.389969,6.141741,6.182687
"10353309",7.322494,7.032856,6.491172,6.889535,6.618076,6.66125,7.224357,6.500346,6.734886,6.579503,6.571092,6.558595,6.327621
"10353311",7.338124,7.021706,6.67954,7.049241,6.669312,6.886304,7.055336,6.573399,6.667817,6.726203,6.58047,6.867572,6.292784
"10353317",3.861077,4.154293,4.098911,4.059824,3.897382,3.8978,3.975077,3.816755,4.099872,4.162673,3.858371,3.974388,3.952293
"10353320",10.53591,8.930572,11.4905,5.993675,11.46431,8.149889,5.136066,5.076778,5.06356,11.58042,6.702816,8.280413,4.822885
"10353330",4.164086,4.331758,4.169057,4.036093,4.253498,4.062424,4.144858,4.06364,4.271047,4.756278,4.093669,4.025605,4.137239
"10353333",4.233774,4.321381,7.288884,4.626331,7.39738,4.918094,4.380653,4.192826,4.531123,8.327374,4.66483,4.34348,4.626979
"10353336",3.895772,4.033391,10.8777,5.693428,10.71964,7.940248,4.556628,3.934744,4.311615,10.92443,6.721575,4.382533,4.17005
"10353341",10.58869,10.71838,10.66185,10.55285,10.35314,10.44104,10.66287,10.78018,11.18071,10.57766,11.00138,10.75491,10.69256
"10353343",6.221187,6.345854,6.598009,6.231545,6.183469,6.374292,6.371278,6.238991,6.60379,6.404897,6.420897,6.302732,7.247958
"10353346",9.077094,7.04107,7.853281,6.365508,8.250245,7.222974,6.484303,6.910653,6.923332,9.229023,7.918458,7.347672,8.452319
"10353413",3.819875,3.552253,3.497298,3.510445,3.578173,3.55023,3.614004,3.710089,3.53157,3.967584,3.640569,3.583954,3.759657
"10353415",6.173041,6.106448,6.033281,6.131411,5.798283,6.17666,6.430938,5.863876,6.189813,5.953061,6.116882,6.0646,6.150583
"10353420",6.308382,6.481161,6.206318,6.399236,6.369272,6.665067,6.769681,6.403566,6.335494,5.814626,6.533463,6.342595,6.470583
"10353438",8.129569,8.602402,8.05748,8.894286,8.180863,8.577317,8.900001,8.267043,8.140187,7.542595,8.195833,8.506824,8.343093
"10353450",6.247363,6.290622,4.725448,4.532907,4.719739,4.739207,4.729163,5.870084,5.073125,5.932088,4.879264,4.918178,5.589306
"10353460",6.740788,6.460796,6.248883,6.11823,5.675601,5.919557,6.559614,7.267925,6.454258,5.627653,6.133988,6.278023,7.304061
"10353475",8.504321,8.562991,8.979093,8.49323,8.701662,8.441033,8.663518,8.685883,9.056397,9.040092,9.210529,8.554482,9.438531
"10353477",7.081787,7.169816,7.3338,7.069417,6.951947,7.10438,7.138761,7.053831,7.215316,7.018101,7.036147,7.169816,7.98257
"10353479",6.048321,6.218414,6.169757,5.91177,5.854797,6.13297,6.141387,6.075793,6.34952,5.774488,5.927602,5.972574,6.76183
"10353519",6.165773,5.965181,5.666107,5.72987,7.051133,5.986177,5.861682,5.850277,5.695782,6.269629,5.86399,5.858176,5.997403
"10353522",7.857299,7.49039,7.628097,7.498031,7.395496,8.039716,8.106173,7.220589,7.601204,7.351988,7.599792,7.548928,8.443537
"10353524",7.080974,7.052917,7.079005,6.908806,6.871434,6.880793,6.640173,6.993895,6.984442,7.124581,6.957639,7.249634,7.879659
"10353533",9.480959,9.89608,9.501556,10.01925,9.76688,9.738072,9.783326,9.58666,9.429005,9.512224,9.550434,9.736465,9.880393
"10353545",7.271637,7.841115,7.168186,7.872248,7.156087,7.386445,7.644186,7.662484,6.966249,7.276805,7.215937,7.11203,6.710765
"10353549",8.122059,7.79822,7.841439,7.902889,8.302651,7.605255,7.571168,8.454342,8.302678,8.163067,8.592322,8.180943,8.304533
