"probe_id","mgi_symbol","GSM5429757","GSM5429758","GSM5429759","GSM5429760","GSM5429761","GSM5429762","GSM5429763","GSM5429764","GSM5429765","GSM5429766","GSM5429767","GSM5429768"
"10555753","Or51t4",4.387222,4.469805,4.605487,4.459454,4.357781,4.41738,4.359124,4.403085,4.480531,4.472376,4.244444,4.537881
"10566227","Or51v14",4.188887,4.699578,5.4256,5.357272,4.831298,4.799962,4.989075,4.488434,4.830402,4.575128,4.689848,4.78412
"10566229","Or51v8",4.63203,4.920199,5.463888,6.406962,5.327565,5.399932,4.970504,4.791946,4.799017,4.780766,4.775219,5.081688
"10555809","Or52a20",3.356759,3.408778,3.699724,4.023397,3.656184,3.56694,3.692104,3.430474,3.749453,3.480318,3.464993,3.406365
"10555811","Or52a24",3.552466,3.625804,3.815567,3.785409,3.632415,3.635572,3.624671,3.581936,3.635937,3.574062,3.482861,3.615877
"10566231","Or52a33",4.709993,4.226995,5.689578,5.994294,4.613263,4.757784,4.552896,4.30383,4.524549,4.566548,4.395087,4.495573
"10566249","Or52a5",4.442079,4.368695,4.861947,5.098965,4.474945,4.690984,4.315163,4.354486,4.353822,4.349967,4.430534,4.443067
"10566245","Or52a5b",3.671941,3.732445,4.030898,3.966353,3.628704,3.730216,3.845216,3.631021,3.543873,3.541178,3.605705,3.624001
"10555783","Or52ab2",3.720522,3.781868,3.946935,4.118097,3.838532,4.29574,3.958549,3.718427,3.853466,3.908932,3.860804,3.942126
"10555787","Or52ab4",4.43069,4.62885,4.709745,5.755326,4.724257,4.833051,4.509497,4.32377,4.533439,4.249553,4.299795,4.391827
"10555785","Or52ab7",3.925949,3.854466,3.702255,3.695251,3.581827,3.748058,4.043139,3.784655,4.057133,3.870861,4.547696,4.325197
"10566377","Or52ac1",4.493219,4.855888,4.686676,4.788427,4.603653,4.559953,4.336087,4.434326,4.576664,4.524531,4.463547,4.654693
"10566207","Or52ad1",3.878866,4.034811,4.287512,4.356672,4.267243,4.189425,4.289201,3.962574,4.283026,4.061988,4.055906,3.774393
"10555793","Or52ae7",5.581795,5.792644,5.802548,5.669474,5.750491,5.953474,5.677893,5.54326,5.756561,5.812304,5.605701,5.586635
"10566239","Or52ae9",4.50849,4.46607,4.630062,4.637262,4.493539,4.640687,4.778819,4.375938,4.635246,4.630062,4.48943,4.798987
"10566434","Or52b1",4.747393,4.690594,4.949758,5.291167,4.771488,5.038011,5.021197,4.817438,5.000728,4.920747,4.900143,5.097531
"10566436","Or52b2",4.649519,4.900365,5.434036,5.362444,4.922174,4.541952,4.96018,4.537998,4.831488,4.967349,4.708288,4.814138
"10555720","Or52b3",5.77321,6.149357,6.560515,6.645257,6.256945,6.252739,6.247479,5.943574,6.325618,6.250273,6.228263,6.025456
"10555716","Or52b4",4.519125,4.671305,4.507428,4.819324,4.390994,4.426552,4.375334,4.642185,4.583712,4.572436,4.441412,4.569193
"10555844","Or52d1",5.366003,5.726038,5.921304,6.003203,5.761749,5.852304,5.836846,5.675893,6.193294,5.944606,5.78077,5.679864
